Accession,Symbol,Gene Name,Location,Type,Proteome Profiles,Kinomes,Deep Proteomes,,,,,
IPI00002570,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00002580,PIK3C2A,"phosphoinositide-3-kinase, class 2, alpha polypeptide",Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00002606,SCIN,scinderin,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00002614,UVRAG,UV radiation resistance associated gene,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00002618,ABCD2,"ATP-binding cassette, sub-family D (ALD), member 2",Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00002624,PLRG1,pleiotropic regulator 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00002657,CPNE7,copine VII,unknown,transporter,TRUE,FALSE,FALSE,,,,,
IPI00002666,POU2F2,POU class 2 homeobox 2,Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00002707,SPAST,spastin,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00002714,DKK3,dickkopf 3 homolog (Xenopus laevis),Extracellular Space,cytokine,TRUE,FALSE,FALSE,,,,,
IPI00002745,CTSZ,cathepsin Z,Cytoplasm,peptidase,TRUE,TRUE,TRUE,,,,,
IPI00002790,SEL1L,sel-1 suppressor of lin-12-like (C. elegans),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00002792,B4GALT7,"xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00002802,LOX,lysyl oxidase,Extracellular Space,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00002803,PKN1,protein kinase N1,Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00002804,PKN2,protein kinase N2,Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00002806,TAF12 (includes EG:100535183),"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa",Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00002824,CSRP2,cysteine and glycine-rich protein 2,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00002831,SAP30L,SAP30-like,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00002853,PPP2R5E,"protein phosphatase 2, regulatory subunit B', epsilon isoform",Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00002857,MAPK14,mitogen-activated protein kinase 14,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00002879,C14orf169,chromosome 14 open reading frame 169,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00002881,BCL2A1,BCL2-related protein A1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00002884,C17orf101,chromosome 17 open reading frame 101,unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00002894,POLD1,"polymerase (DNA directed), delta 1, catalytic subunit",Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00002895,SUPT4H1,suppressor of Ty 4 homolog 1 (S. cerevisiae),Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00002899,LY6E,"lymphocyte antigen 6 complex, locus E",Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00002901,TEAD1,TEA domain family member 1 (SV40 transcriptional enhancer factor),Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00002902,NOL9,nucleolar protein 9,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00002919,DIRAS1,"DIRAS family, GTP-binding RAS-like 1",Plasma Membrane,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00002922,TBL1XR1,transducin (beta)-like 1 X-linked receptor 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00002926,VPS37B,vacuolar protein sorting 37 homolog B (S. cerevisiae),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00002948,LIN28A,lin-28 homolog A (C. elegans),Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00002957,TBC1D17,"TBC1 domain family, member 17",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00002966,HSPA4,heat shock 70kDa protein 4,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00002968,MOCS2,molybdenum cofactor synthesis 2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00002970,SGCB,"sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)",Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00002984,NPC1L1,"NPC1 (Niemann-Pick disease, type C1, gene)-like 1",Cytoplasm,transporter,TRUE,FALSE,FALSE,,,,,
IPI00002993,TAF9,"TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa",Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00003004,SLC25A22,"solute carrier family 25 (mitochondrial carrier: glutamate), member 22",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00003021,ATP1A2,"ATPase, Na+/K+ transporting, alpha 2 polypeptide",Plasma Membrane,transporter,TRUE,FALSE,TRUE,,,,,
IPI00003027,GEMIN7,gem (nuclear organelle) associated protein 7,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003031,ISOC2,isochorismatase domain containing 2,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003035,C15orf29,chromosome 15 open reading frame 29,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00003096,IL1A,"interleukin 1, alpha",Extracellular Space,cytokine,TRUE,FALSE,FALSE,,,,,
IPI00003128,P4HA2,"prolyl 4-hydroxylase, alpha polypeptide II",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003168,PRPSAP2,phosphoribosyl pyrophosphate synthetase-associated protein 2,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00003176,HTRA1,HtrA serine peptidase 1,Extracellular Space,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00003217,PSMB7,"proteasome (prosome, macropain) subunit, beta type, 7",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00003269,ACTBL2,"actin, beta-like 2",unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00003293,DGKE,"diacylglycerol kinase, epsilon 64kDa",Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00003309,POLR2H,polymerase (RNA) II (DNA directed) polypeptide H,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003310,POLR2J,"polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa",Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003311,POLR2L,"polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa",Nucleus,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00003318,ZNHIT2,"zinc finger, HIT-type containing 2",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00003320,C11orf10,chromosome 11 open reading frame 10,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00003326,ARL2,ADP-ribosylation factor-like 2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003327,ARL3,ADP-ribosylation factor-like 3,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003328,TRIM23,tripartite motif containing 23,Nucleus,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00003348,GNB2,"guanine nucleotide binding protein (G protein), beta polypeptide 2",Plasma Membrane,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003362,HSPA5,"heat shock 70kDa protein 5 (glucose-regulated protein, 78kDa)",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003363,PPP1R1B,"protein phosphatase 1, regulatory (inhibitor) subunit 1B",Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00003369,LIMD1,LIM domains containing 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00003373,OCLN,occludin,Plasma Membrane,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003377,SRSF7,serine/arginine-rich splicing factor 7,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00003384,CELSR1,"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)",Plasma Membrane,G-protein coupled receptor,FALSE,FALSE,TRUE,,,,,
IPI00003386,RBX1,"ring-box 1, E3 ubiquitin protein ligase",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003389,SLC25A15,solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00003394, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00003406,DBN1,drebrin 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00003411,PTGIS,prostaglandin I2 (prostacyclin) synthase,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003419,C11orf58,chromosome 11 open reading frame 58,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00003420,MAPRE2,"microtubule-associated protein, RP/EB family, member 2",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00003426,MLANA,melan-A,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00003438,DNAJC8,"DnaJ (Hsp40) homolog, subfamily C, member 8",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003443,IFI16,"interferon, gamma-inducible protein 16",Nucleus,transcription regulator,TRUE,TRUE,TRUE,,,,,
IPI00003448,MIA,melanoma inhibitory activity,Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00003451,CYP1B1,"cytochrome P450, family 1, subfamily B, polypeptide 1",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003479,MAPK1,mitogen-activated protein kinase 1,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00003482,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003494,PTTG1,pituitary tumor-transforming 1,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00003495,MFHAS1,malignant fibrous histiocytoma amplified sequence 1,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00003505,TRIP13,thyroid hormone receptor interactor 13,Cytoplasm,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00003515,TRIP11,thyroid hormone receptor interactor 11,Cytoplasm,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00003519,EFTUD2,elongation factor Tu GTP binding domain containing 2,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003527,SLC9A3R1,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 1",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00003531,CD101 (includes EG:310727),CD101 molecule,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00003562,MED7 (includes EG:326098),mediator complex subunit 7,Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00003565,PSMD10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",Cytoplasm,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00003566,HOMER1,homer homolog 1 (Drosophila),Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00003588,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1,Cytoplasm,translation regulator,TRUE,TRUE,TRUE,,,,,
IPI00003590,QSOX1,quiescin Q6 sulfhydryl oxidase 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003606,RNF14,ring finger protein 14,unknown,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00003627,ACTL6A,actin-like 6A,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003647,RAD1,RAD1 homolog (S. pombe),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003648,PVRL1,poliovirus receptor-related 1 (herpesvirus entry mediator C),Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00003704, , , , ,TRUE,FALSE,TRUE,,,,,
IPI00003739,DDX49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003765,CAPN7,calpain 7,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00003766,ETHE1,ethylmalonic encephalopathy 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003768,PES1,pescadillo ribosomal biogenesis factor 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003774,TGDS,"TDP-glucose 4,6-dehydratase",Extracellular Space,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00003783,MAP2K2,mitogen-activated protein kinase kinase 2,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00003802,MAN2A1,"mannosidase, alpha, class 2A, member 1",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003807,ACP2,"acid phosphatase 2, lysosomal",Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00003814,MAP2K6,mitogen-activated protein kinase kinase 6,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00003815,ARHGDIA,Rho GDP dissociation inhibitor (GDI) alpha,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00003817,ARHGDIB,Rho GDP dissociation inhibitor (GDI) beta,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00003818,KYNU,kynureninase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003824,PPIL2,peptidylprolyl isomerase (cyclophilin)-like 2,Nucleus,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00003831,ATP2B3,"ATPase, Ca++ transporting, plasma membrane 3",Plasma Membrane,transporter,TRUE,FALSE,TRUE,,,,,
IPI00003833,MTCH2,mitochondrial carrier 2,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00003842,MAP2,microtubule-associated protein 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00003843,TJP2,tight junction protein 2 (zona occludens 2),Plasma Membrane,kinase,TRUE,TRUE,TRUE,,,,,
IPI00003848,DNAJB4,"DnaJ (Hsp40) homolog, subfamily B, member 4",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003856,ATP6V1E1,"ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00003861,UGCG,UDP-glucose ceramide glucosyltransferase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003865,HSPA8,heat shock 70kDa protein 8,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003869,CLEC4E,"C-type lectin domain family 4, member E",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00003870,CLPP,"ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00003881,HNRNPF,heterogeneous nuclear ribonucleoprotein F,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00003894,RNF11,ring finger protein 11,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003909,SLC2A3,"solute carrier family 2 (facilitated glucose transporter), member 3",Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00003918,RPL4,ribosomal protein L4,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003919,QPCT,glutaminyl-peptide cyclotransferase,Cytoplasm,enzyme,TRUE,TRUE,FALSE,,,,,
IPI00003921,EPB41,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00003923,UMPS,uridine monophosphate synthetase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003925,PDHB,pyruvate dehydrogenase (lipoamide) beta,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003926,CLN8,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00003927,PPID,peptidylprolyl isomerase D,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003933,HAGH,hydroxyacylglutathione hydrolase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003935,HIST2H2BE (includes others),"histone cluster 2, H2be",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00003944,DBT,dihydrolipoamide branched chain transacylase E2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003949,UBE2N,ubiquitin-conjugating enzyme E2N,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003965,USP7,ubiquitin specific peptidase 7 (herpes virus-associated),Nucleus,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00003966,CA9,carbonic anhydrase IX,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00003968,NDUFA9,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00003970,ME3,"malic enzyme 3, NADP(+)-dependent, mitochondrial",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00003971,RTN1 (includes EG:104001),reticulon 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00003983,CD4,CD4 molecule,Plasma Membrane,transmembrane receptor,TRUE,TRUE,FALSE,,,,,
IPI00003985,BCS1L,BCS1-like (S. cerevisiae),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004047,EXT2,exostosin 2,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004067,SECISBP2L,SECIS binding protein 2-like,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00004068,MED12,mediator complex subunit 12,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00004233,MKI67,antigen identified by monoclonal antibody Ki-67,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00004237,PHKA2,"phosphorylase kinase, alpha 2 (liver)",Cytoplasm,kinase,FALSE,FALSE,TRUE,,,,,
IPI00004273,RBM25,RNA binding motif protein 25,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00004290,DIEXF,digestive organ expansion factor homolog (zebrafish),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00004301,DAPP1,dual adaptor of phosphotyrosine and 3-phosphoinositides,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00004307,LAMP3,lysosomal-associated membrane protein 3,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00004308,FTSJ1,FtsJ RNA methyltransferase homolog 1 (E. coli),unknown,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004310,LYPD3,LY6/PLAUR domain containing 3,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00004312,STAT2,"signal transducer and activator of transcription 2, 113kDa",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00004317,POLG,"polymerase (DNA directed), gamma",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004324,TRAPPC3,trafficking protein particle complex 3,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004337,ZBTB11,zinc finger and BTB domain containing 11,Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00004344,AFF4,"AF4/FMR2 family, member 4",Nucleus,transcription regulator,FALSE,TRUE,TRUE,,,,,
IPI00004350,GTF2A1,"general transcription factor IIA, 1, 19/37kDa",Cytoplasm,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00004353,GTF2A2,"general transcription factor IIA, 2, 12kDa",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00004358,PYGB,"phosphorylase, glycogen; brain",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00004363,STK39,serine threonine kinase 39,Nucleus,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00004367,FXYD6,FXYD domain containing ion transport regulator 6,Plasma Membrane,ion channel,TRUE,FALSE,FALSE,,,,,
IPI00004389,TUBGCP4,"tubulin, gamma complex associated protein 4",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004390,DUSP6,dual specificity phosphatase 6,Cytoplasm,phosphatase,FALSE,FALSE,TRUE,,,,,
IPI00004392,NUDT1,nudix (nucleoside diphosphate linked moiety X)-type motif 1,Extracellular Space,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00004397,RALB,v-ral simian leukemia viral oncogene homolog B (ras related; GTP binding protein),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004406,UPP1,uridine phosphorylase 1,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00004407,SIT1 (includes EG:27240),signaling threshold regulating transmembrane adaptor 1,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00004408,ADD3,adducin 3 (gamma),Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00004409,DDR2 (includes EG:18214),discoidin domain receptor tyrosine kinase 2,Plasma Membrane,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00004413,TNFRSF21,"tumor necrosis factor receptor superfamily, member 21",Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00004416,CHMP2A,charged multivesicular body protein 2A,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004436,LSM1,"LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00004459,DIMT1,DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae),Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00004461,DGUOK,deoxyguanosine kinase,Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00004472,WNK1,WNK lysine deficient protein kinase 1,Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00004477,CRCP,CGRP receptor component,Plasma Membrane,transmembrane receptor,TRUE,FALSE,FALSE,,,,,
IPI00004488,ATP6V1F,"ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F",unknown,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00004489,MOCS3,molybdenum cofactor synthesis 3,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004497,BCR,breakpoint cluster region,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00004504,SASH3,SAM and SH3 domain containing 3,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00004506,KCTD5,potassium channel tetramerisation domain containing 5,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004524,GCA,"grancalcin, EF-hand calcium binding protein",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004533,KIF3B,kinesin family member 3B,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00004534,PFAS,phosphoribosylformylglycinamidine synthase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004560,DCLK1,doublecortin-like kinase 1,unknown,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00004563,FAM105A,"family with sequence similarity 105, member A",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00004566,ITK,IL2-inducible T-cell kinase,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00004567,PRMT7,protein arginine methyltransferase 7,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004573,PIGR,polymeric immunoglobulin receptor,Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00004655,FRG1,FSHD region gene 1,Nucleus,transporter,TRUE,FALSE,TRUE,,,,,
IPI00004656,B2M,beta-2-microglobulin,Plasma Membrane,transmembrane receptor,FALSE,FALSE,TRUE,,,,,
IPI00004668,FUT8,"fucosyltransferase 8 (alpha (1,6) fucosyltransferase)",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00004669,GALNT2,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2),Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00004670,GALNT3,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3),Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00004671,GOLGB1,golgin B1,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00004712,HUS1,HUS1 checkpoint homolog (S. pombe),Nucleus,kinase,TRUE,FALSE,TRUE,,,,,
IPI00004758,LDLRAP1,low density lipoprotein receptor adaptor protein 1,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00004795,CLNS1A,"chloride channel, nucleotide-sensitive, 1A",Plasma Membrane,ion channel,TRUE,FALSE,TRUE,,,,,
IPI00004815,SEC14L4,SEC14-like 4 (S. cerevisiae),unknown,transporter,TRUE,FALSE,FALSE,,,,,
IPI00004838,CRK,v-crk sarcoma virus CT10 oncogene homolog (avian),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004839,CRKL,v-crk sarcoma virus CT10 oncogene homolog (avian)-like,Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00004845,NIPSNAP3A,nipsnap homolog 3A (C. elegans),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004860,RARS,arginyl-tRNA synthetase,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00004902,ETFB,"electron-transfer-flavoprotein, beta polypeptide",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00004924,DEF6,differentially expressed in FDCP 6 homolog (mouse),Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00004928,EGLN1,egl nine homolog 1 (C. elegans),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004942,ZNF330,zinc finger protein 330,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00004962,GOLIM4,golgi integral membrane protein 4,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00004968,PRPF19,PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00004970,UTP20,"UTP20, small subunit (SSU) processome component, homolog (yeast)",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00004977,VAV2,vav 2 guanine nucleotide exchange factor,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00004988,MANBAL,"mannosidase, beta A, lysosomal-like",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00005011,CNOT2,"CCR4-NOT transcription complex, subunit 2",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00005015,CNOT3,"CCR4-NOT transcription complex, subunit 3",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00005018,UBP1 (includes EG:100136855),upstream binding protein 1 (LBP-1a),Cytoplasm,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00005030,SH3BP4,SH3-domain binding protein 4,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00005036,RBM5,RNA binding motif protein 5,Nucleus,other,TRUE,FALSE,TRUE,,,,,
