Protein IDs (Uniprot),Gene names,Fasta header,Peptides,Unique peptides,Sequence coverage,Q-value,Rep1 tp = 0h,Rep1 tp = 1h,Rep1 tp = 2h,Rep1 tp = 4h,Rep1 tp = 8h,Rep1 tp = 16h,Rep1 tp = 32h,Rep2 tp = 0h,Rep2 tp = 1h,Rep2 tp = 2h,Rep2 tp = 4h,Rep2 tp = 8h,Rep2 tp = 16h,Rep2 tp = 32h,Rep3 tp = 0h,Rep3 tp = 1h,Rep3 tp = 2h,Rep3 tp = 4h,Rep3 tp = 8h,Rep3 tp = 16h,Rep3 tp = 32h,# data points,1-state-model_kA [h-1],2-state-model_kA [h-1],2-state-model_kB [h-1],2-state-model_ktransfer [h-1],1-state-model_AICp,1-state-model_RSS,2-state-model_AICp,2-state-model_RSS,Half-life (exponential) 1-state-model [h],Half-life (steady state) 2-state-model [h],score,Degradation profile,Abundance after pulse,Validation score
E9PVB5-2,Ttc17,>sp|E9PVB5-2|TTC17_MOUSE Isoform 2 of Tetratricopeptide repeat protein 17 OS=Mus musculus GN=Ttc17;>sp|E9PVB5|TTC17_MOUSE Tetratricopeptide repeat protein 17 OS=Mus musculus GN=Ttc17 PE=2 SV=1;>tr|A2AFY7|A2AFY7_MOUSE Tetratricopeptide repeat protein 17 OS=,12,12,14.5,0,,,,,,,,,,,,,,,100,105.9702869,68.7684114,51.102747,16.8024186,,,5,0.207592573,0.022891964,0.375399895,0.351941632,0.999993991,0.022518788,6.00865E-06,0.007889455,3.338978707,3,-0.220491757,UN,0.023914304,
E9PZJ8,Ascc3,>sp|E9PZJ8|ASCC3_MOUSE Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus GN=Ascc3 PE=1 SV=1;>sp|E9PZJ8-2|ASCC3_MOUSE Isoform 2 of Activating signal cointegrator 1 complex subunit 3 OS=Mus musculus GN=Ascc3,19,19,12.6,0,,,,,,,,,,,,,,,100,113.8620006,89.572645,77.4913545,58.7408216,,,5,0.063137887,3.40E-06,0.085598074,0.506926433,0.999997629,0.00764479,2.37053E-06,0.005636548,10.97830821,8.4,-0.011013781,ED,0.013811758,
E9PZM4,Chd2,>sp|E9PZM4|CHD2_MOUSE Chromodomain-helicase-DNA-binding protein 2 OS=Mus musculus GN=Chd2 PE=1 SV=1,22,17,14.6,0,,,,,,,,,,,,,,,100,98.3075247,84.0166027,73.3272894,56.3869282,61.6826124,60.371684,7,0.022028771,0.126390291,4.40E-06,0.157561308,0.782401219,0.040122043,0.217598781,0.003398015,31.46553962,> 300,0.023770945,UN,0.00976804,
E9Q1P8,Irf2bp2,>sp|E9Q1P8|I2BP2_MOUSE Interferon regulatory factor 2-binding protein 2 OS=Mus musculus GN=Irf2bp2 PE=1 SV=1,22,18,65.3,0,100,114.5398973,104.834583,93.7092852,75.2286691,,,100,,,115.4680607,109.083147,,,100,115.5820098,97.7266095,88.625917,67.9886982,50.1061235,21.3649332,15,0.042452698,2.11E-07,0.067412604,0.136141152,0.66338737,0.028088674,0.33661263,0.015379929,16.32751764,12.9,-0.077346033,UN,0.064817895,
E9Q555,Rnf213,>sp|E9Q555|RN213_MOUSE E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=2 SV=1;>tr|F7A6H4|F7A6H4_MOUSE E3 ubiquitin-protein ligase RNF213 OS=Mus musculus GN=Rnf213 PE=4 SV=2,97,97,25.1,0,100,,,69.6306809,45.9264655,37.5214768,24.4562896,,,,,,,,100,104.9737061,70.0655564,68.1957522,39.2497641,25.6183745,20.5394814,12,0.055243293,0.127537657,0.010027503,0.047886585,0.154136112,0.072876447,0.845863888,0.013753014,12.5471734,56,-0.055961942,UN,0.0041849,
E9Q5F9-2,Setd2,>sp|E9Q5F9-2|SETD2_MOUSE Isoform 2 of Histone-lysine N-methyltransferase SETD2 OS=Mus musculus GN=Setd2;>sp|E9Q5F9|SETD2_MOUSE Histone-lysine N-methyltransferase SETD2 OS=Mus musculus GN=Setd2 PE=1 SV=1;>tr|G3UZ69|G3UZ69_MOUSE Histone-lysine N-methyltransf,16,16,8.6,0,,,,,,,,,,,,,,,100,73.6498196,68.1020601,50.4250016,39.0366021,,,5,0.133391404,0.363097157,0.062901754,0.389474779,0.999953715,0.01646966,4.62853E-05,0.001126782,5.196340676,10,0.214347843,UN,0.008574659,
E9Q5G3,Kif23,>sp|E9Q5G3|KIF23_MOUSE Kinesin-like protein KIF23 OS=Mus musculus GN=Kif23 PE=1 SV=1,34,34,47.6,0,100,97.6767614,102.0934818,75.521468,50.4396815,,,100,90.8098502,79.0024739,65.3612646,34.5209843,,,100,79.2307551,92.0888017,57.1366772,38.6511913,11.2006035,,16,0.122556358,0.641524875,0.114890103,2.959330541,0.977415026,0.020024027,0.022584974,0.025142354,5.655742331,6,-0.050055853,ED,0.133190402,
E9Q634,Myo1e,>sp|E9Q634|MYO1E_MOUSE Unconventional myosin-Ie OS=Mus musculus GN=Myo1e PE=1 SV=1,28,25,31.4,0,,,,,,,,100,91.5448501,94.7598422,77.4277529,72.9877784,,,100,86.8829495,86.4133082,77.4445225,79.7676996,53.5943431,36.4094145,12,0.03400856,3.18529273,0.029720871,4.820156368,0.695129352,0.005467378,0.304870648,0.002395366,20.38155042,23.2,0.120484151,UN,0.021586233,
E9Q735,Ube4a,>sp|E9Q735|UBE4A_MOUSE Ubiquitin conjugation factor E4 A OS=Mus musculus GN=Ube4a PE=1 SV=1;>tr|G3X9Y5|G3X9Y5_MOUSE Protein Ube4a OS=Mus musculus GN=Ube4a PE=4 SV=1;>tr|E9Q442|E9Q442_MOUSE Protein Ube4a OS=Mus musculus GN=Ube4a PE=4 SV=1,9,9,12.1,0,,,,,,,,,,,,,,,100,55.2561132,41.2065148,30.9362615,20.5011977,,,5,0.232197623,0.956200571,0.10152727,0.418866693,0.394742072,0.088555689,0.605257928,1.47E-06,2.985160531,5.4,0.380897845,UN,0.018689315,
E9Q9D5,Rabl2,>sp|E9Q9D5|RBL2A_MOUSE Rab-like protein 2A OS=Mus musculus GN=Rabl2 PE=1 SV=1;>sp|E9Q9D5-1|RBL2A_MOUSE Isoform 1 of Rab-like protein 2A OS=Mus musculus GN=Rabl2;>sp|E9Q9D5-3|RBL2A_MOUSE Isoform 3 of Rab-like protein 2A OS=Mus musculus GN=Rabl2,4,4,23.8,0.00018302,,,,,,,,,,,,,,,100,107.9750206,100.2487483,84.6326942,85.1376922,,,5,0.022034249,6.50E-06,0.025495189,0.887325457,0.999998248,0.003670702,1.7516E-06,0.003447665,31.45771798,27.2,0.086399409,ED,0.013183345,
F8VPU2,Farp1,">sp|F8VPU2|FARP1_MOUSE FERM, RhoGEF and pleckstrin domain-containing protein 1 OS=Mus musculus GN=Farp1 PE=1 SV=1",22,22,27.9,0,,,,,,,,,,,,,,,100,99.327654,76.5839531,62.549245,48.8817047,35.3020058,22.0933695,7,0.053567444,0.138748014,0.027120964,0.11157348,0.690977007,0.035830421,0.309022993,0.002313174,12.93970969,21.8,0.111332553,UN,0.097710675,
F8VQB6,Myo10,>sp|F8VQB6|MYO10_MOUSE Unconventional myosin-X OS=Mus musculus GN=Myo10 PE=1 SV=1;>sp|F8VQB6-2|MYO10_MOUSE Isoform Headless of Unconventional myosin-X OS=Mus musculus GN=Myo10;>tr|E9Q5G1|E9Q5G1_MOUSE Unconventional myosin-X OS=Mus musculus GN=Myo10 PE=4 SV,50,50,33.4,0,100,87.0467551,75.4452861,35.9603879,15.2062326,,,,,,,,,,100,94.6512635,59.8495407,46.6735665,15.3651218,,,10,0.229265582,2.45E-06,0.254458909,1.204990355,0.937780744,0.011199532,0.062219256,0.007396542,3.023337283,2.9,-0.04676142,ED,0.120398724,
G3X9K3,Arfgef1,>sp|G3X9K3|BIG1_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Mus musculus GN=Arfgef1 PE=2 SV=1;>tr|D3YYK9|D3YYK9_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 1 OS=Mus musculus GN=Arfgef1 PE=4 SV=1,24,14,16.6,0,,,,,,,,,,,,,,,100,105.9289153,96.8738214,112.4607592,76.975319,56.7695623,44.6308952,7,0.02674299,2.27E-06,0.028540972,0.576265518,0.99575717,0.011678399,0.00424283,0.010769887,25.9188364,24.4,-0.248276842,UN,0.009668022,
G5E829,Atp2b1,>sp|G5E829|AT2B1_MOUSE Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus GN=Atp2b1 PE=1 SV=1,27,20,32.7,0,,,,,,,,,,,,,,,100,88.3818135,81.5734847,66.275481,75.2435329,75.6125505,65.8438242,7,0.016334667,0.249580635,0.002540949,0.489902194,0.851405005,0.027915902,0.148594995,0.003085515,42.434117,272.1,0.269130058,UN,0.022395312,
O08529,Capn2,>sp|O08529|CAN2_MOUSE Calpain-2 catalytic subunit OS=Mus musculus GN=Capn2 PE=2 SV=4,25,25,49.1,0,100,,,,,88.5245535,99.7655215,100,,,79.5917048,92.7681394,87.0197501,96.0136746,100,90.4151027,78.6098614,84.8693564,77.1812767,74.4062335,62.6896575,15,0.007502848,0.397378237,1.63E-05,1.047066577,0.635145905,0.022378241,0.364854095,0.011854421,92.38454353,> 300,0.112638652,UN,0.087035751,
O08539-2,Bin1,>sp|O08539-2|BIN1_MOUSE Isoform 2 of Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin1;>tr|Q6P1B9|Q6P1B9_MOUSE Bin1 protein OS=Mus musculus GN=Bin1 PE=1 SV=1;>sp|O08539|BIN1_MOUSE Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin,13,13,40.8,0,,,,,,,,,,,,,,,100,130.9283044,105.5620565,122.2410785,84.703484,95.6009665,74.2287466,7,0.007621598,2.67E-05,0.029613397,0.029633757,0.995678106,0.022141208,0.004321894,0.020203539,90.94512418,38.7,-0.283831724,UN,0.01814024,
O08547,Sec22b,>sp|O08547|SC22B_MOUSE Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=3;>tr|E9Q6R3|E9Q6R3_MOUSE Vesicle-trafficking protein SEC22b OS=Mus musculus GN=Sec22b PE=1 SV=1,9,9,52.1,0,100,99.6968487,81.7402463,109.5189283,92.7764804,77.755559,71.20158,,,,,,,,100,68.7845941,77.5428862,71.5493411,96.3265334,,,12,0.012454041,4.949335468,0.004953645,3.79006375,0.883699411,0.027208851,0.116300589,0.017805759,55.65640653,139.8,0.093827018,ED,0.284391162,
O08553,Dpysl2,>sp|O08553|DPYL2_MOUSE Dihydropyrimidinase-related protein 2 OS=Mus musculus GN=Dpysl2 PE=1 SV=2,27,23,63.3,0,100,95.2296835,114.3011898,83.7892526,89.0518975,68.5717065,82.2129288,100,91.8030244,98.9529348,73.3416965,85.4383522,104.5754397,97.2785428,100,94.2390656,91.7989149,92.224957,90.9590728,71.7602352,65.7542746,21,0.008920913,0.040830478,6.65E-05,0.154104075,0.787486961,0.017292227,0.212513039,0.013523042,77.69913004,> 300,0.118890048,UN,0.321235344,
O08573-2,Lgals9,>sp|O08573-2|LEG9_MOUSE Isoform Short of Galectin-9 OS=Mus musculus GN=Lgals9;>tr|B1AQR8|B1AQR8_MOUSE Galectin OS=Mus musculus GN=Lgals9 PE=4 SV=1;>sp|O08573|LEG9_MOUSE Galectin-9 OS=Mus musculus GN=Lgals9 PE=1 SV=1;>tr|G3X9T7|G3X9T7_MOUSE Galectin OS=Mus ,13,13,55.6,0,,,,,,,,100,95.0322108,96.3375294,87.8688707,82.6263194,46.3070524,39.8565311,100,106.4982106,102.2288086,101.1729191,84.5092062,64.1797844,39.6147954,14,0.029979256,3.03E-06,0.031539451,0.688492471,0.944879497,0.009245117,0.055120503,0.008752122,23.12089334,22,-0.030956056,ED,0.29259421,
O08579,Emd,>sp|O08579|EMD_MOUSE Emerin OS=Mus musculus GN=Emd PE=1 SV=1;>tr|I7HJS1|I7HJS1_MOUSE Emerin OS=Mus musculus GN=Emd PE=1 SV=1;>tr|Q3THM8|Q3THM8_MOUSE Emerin OS=Mus musculus GN=Emd PE=2 SV=1,13,13,60.2,0,100,89.0536772,99.2436172,89.8871227,94.6341025,75.493155,72.4800802,,,,,,,,100,84.5109071,78.8748402,77.6182584,79.5231998,82.8283392,75.5628918,14,0.011452966,4.658020986,0.005468409,3.925184487,0.413232734,0.011983845,0.586767266,0.004557237,60.5211919,126.6,0.108923071,UN,0.318169905,
O08580,Esrra,>sp|O08580|ERR1_MOUSE Steroid hormone receptor ERR1 OS=Mus musculus GN=Esrra PE=1 SV=4,4,4,12.1,0.0015163,,,,,,,,,,,,,,,100,66.4019952,43.567946,60.4456933,24.6602427,,,5,0.179819549,1.634616242,0.118887275,1.262898608,0.999996506,0.064569245,3.49419E-06,0.034903781,3.854682006,5.4,-0.196564068,UN,0.006870008,
O08582,Gtpbp1,>sp|O08582|GTPB1_MOUSE GTP-binding protein 1 OS=Mus musculus GN=Gtpbp1 PE=1 SV=2,20,20,49,0,100,,,91.463163,82.5525553,75.6235894,54.3912299,100,109.5397545,108.3994604,,,,,100,110.4447501,102.8774276,,,83.5176522,64.03192,13,0.016070453,4.97E-08,0.01739032,0.465827133,0.944638043,0.005068662,0.055361957,0.004601006,43.13177508,39.9,-0.006633585,ED,0.065907549,
O08583,Alyref;Alyref2,>sp|O08583|THOC4_MOUSE THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3;>sp|O08583-2|THOC4_MOUSE Isoform 2 of THO complex subunit 4 OS=Mus musculus GN=Alyref;>sp|Q9JJW6-2|ALRF2_MOUSE Isoform 2 of Aly/REF export factor 2 OS=Mus musculus GN=Alyref2;,11,11,51.8,0,100,105.082513,84.8710546,102.0154519,75.2032282,86.3750513,58.437274,100,131.4131911,89.9071272,81.6227875,74.2936397,134.7207022,77.4475584,100,84.2897695,84.3976633,68.6150022,69.4940983,74.4062335,63.1674403,21,0.012920667,0.092127441,0.006441033,0.428982294,0.866301148,0.03513038,0.133698852,0.030558479,53.64639313,107.2,0.054489255,ED,1.202799112,
O08599,Stxbp1,>sp|O08599|STXB1_MOUSE Syntaxin-binding protein 1 OS=Mus musculus GN=Stxbp1 PE=1 SV=2;>sp|O08599-2|STXB1_MOUSE Isoform 2 of Syntaxin-binding protein 1 OS=Mus musculus GN=Stxbp1;>tr|Z4YL99|Z4YL99_MOUSE Syntaxin-binding protein 1 OS=Mus musculus GN=Stxbp1 PE,21,21,43.8,0,,,,,,,,,,,,,,,100,97.9036856,97.4463532,88.9929263,77.1025577,46.4167071,37.829073,7,0.033704585,0.048720602,0.005508089,0.023411837,0.990339053,0.009390122,0.009660947,0.005394324,20.56536732,101.9,-0.013403594,ED,0.025057173,
O08609-2,Mlx,">sp|O08609-2|MLX_MOUSE Isoform Alpha of Max-like protein X OS=Mus musculus GN=Mlx;>tr|A2BFB2|A2BFB2_MOUSE MAX-like protein X, isoform CRA_a OS=Mus musculus GN=Mlx PE=4 SV=1;>sp|O08609-3|MLX_MOUSE Isoform Beta of Max-like protein X OS=Mus musculus GN=Mlx;>t",2,2,9.8,0.0010849,,,,,,,,,,,,,,,100,,,20.9704315,17.0613298,11.0194173,14.8237489,5,0.085859795,0.521290171,7.64E-06,0.062331786,0.999789917,0.809928739,0.000210083,0.01651911,8.073012298,> 300,0.677878992,UN,0.028845,
O08648-2,Map3k4,>sp|O08648-2|M3K4_MOUSE Isoform B of Mitogen-activated protein kinase kinase kinase 4 OS=Mus musculus GN=Map3k4;>sp|O08648|M3K4_MOUSE Mitogen-activated protein kinase kinase kinase 4 OS=Mus musculus GN=Map3k4 PE=1 SV=2,6,6,4.2,0.00035894,,,,,,,,,,,,,,,100,92.9526441,98.6493035,73.4752224,52.8060404,84.8351244,67.2689051,7,0.015941383,0.126544172,1.45E-05,0.227324145,0.985229068,0.049374051,0.014770932,0.022187892,43.48099288,> 300,-0.011050324,ED,0.016103059,
O08663,Metap2,>sp|O08663|MAP2_MOUSE Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=1 SV=1;>tr|Q3UI33|Q3UI33_MOUSE Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=2 SV=1;>tr|Q3TMN1|Q3TMN1_MOUSE Methionine aminopeptidase 2 OS=Mus musculus GN=Metap2 PE=2,14,10,36.4,0,100,,,53.253532,31.6110659,,,,,,,,,,100,74.7161343,59.2182853,40.7335941,33.0937516,22.6622692,18.3664568,10,0.071620948,0.265879908,0.017939342,0.098623968,0.00627453,0.177554798,0.99372547,0.005224162,9.677995102,32.1,0.199739419,NED,0.178375665,1
O08715,Akap1,">sp|O08715|AKAP1_MOUSE A-kinase anchor protein 1, mitochondrial OS=Mus musculus GN=Akap1 PE=1 SV=4;>sp|O08715-4|AKAP1_MOUSE Isoform 4 of A-kinase anchor protein 1, mitochondrial OS=Mus musculus GN=Akap1;>sp|O08715-6|AKAP1_MOUSE Isoform 6 of A-kinase anchor",11,2,19.6,0,,,,,,,,,,,,,,,100,97.3336457,88.1899393,88.6077594,83.6897778,75.1323906,68.6648118,7,0.013766419,0.70393139,0.010220471,2.561124913,0.964221638,0.00389217,0.035778362,0.001042102,50.35058161,67.7,0.031924088,ED,0.030043414,
O08734,Bak1,>sp|O08734|BAK_MOUSE Bcl-2 homologous antagonist/killer OS=Mus musculus GN=Bak1 PE=1 SV=2;>tr|E9QM21|E9QM21_MOUSE Bcl-2 homologous antagonist/killer OS=Mus musculus GN=Bak1 PE=4 SV=1;>tr|F7CUQ1|F7CUQ1_MOUSE Bcl-2 homologous antagonist/killer (Fragment) OS=,4,4,26.4,0,,,,,,,,,,,,,,,100,79.6224376,62.7984477,44.1737821,38.3503118,59.09156,49.0120424,7,0.031743887,0.415108801,1.31E-06,0.2661172,0.819471013,0.180610835,0.180528987,0.01747521,21.83561154,> 300,0.337834998,UN,0.032965262,
O08738,Casp6,>sp|O08738|CASP6_MOUSE Caspase-6 OS=Mus musculus GN=Casp6 PE=2 SV=1,7,7,26.4,0,,,,,,,,,,,,,,,100,112.4804358,113.1353853,118.3907847,107.1477028,,,5,3.14E-08,0.000521056,1.29E-05,3.433657295,0.999998383,0.012465992,1.61698E-06,0.012482098,> 300,> 300,-0.134301796,ED,0.061695208,
O08739,Ampd3,>sp|O08739|AMPD3_MOUSE AMP deaminase 3 OS=Mus musculus GN=Ampd3 PE=2 SV=2,10,10,13.4,0,,,,,,,,,,,,,,,100,91.6806109,63.5480422,73.6974596,50.9652468,43.1801984,32.2281904,7,0.041961715,0.182017912,0.019320955,0.199990818,0.924390542,0.04921303,0.075609458,0.008387649,16.51856157,33.8,-0.031811228,ED,0.017455575,
O08749,Dld,">sp|O08749|DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2",15,15,36.3,0,100,84.1605128,80.2434904,71.083087,67.2948845,55.2313174,76.2296775,100,101.3157496,97.0579736,95.6272558,83.661931,57.131715,45.6188529,100,86.4633898,79.0839515,69.8118761,71.1761168,67.2599224,61.8300408,21,0.020893291,0.075721235,2.70E-05,0.101475283,0.205958917,0.031606404,0.794041083,0.014894083,33.17558691,> 300,0.171314303,UN,0.452712841,
O08784,Tcof1,>sp|O08784|TCOF_MOUSE Treacle protein OS=Mus musculus GN=Tcof1 PE=1 SV=1;>tr|H3BL37|H3BL37_MOUSE Treacle protein OS=Mus musculus GN=Tcof1 PE=1 SV=1;>tr|Q05CS0|Q05CS0_MOUSE Tcof1 protein OS=Mus musculus GN=Tcof1 PE=1 SV=1;>tr|H3BIX0|H3BIX0_MOUSE Treacle pro,12,12,13.9,0,,,,,,,,,,,,,,,100,99.9666705,97.6801952,78.4765072,81.3135853,91.4548872,104.0716835,7,0.002068637,0.082868122,2.07E-07,0.537378122,0.989482521,0.015116419,0.010517479,0.00826835,> 300,> 300,0.138942329,ED,0.019065956,
O08795,Prkcsh,>sp|O08795|GLU2B_MOUSE Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh PE=1 SV=1;>sp|O08795-2|GLU2B_MOUSE Isoform 2 of Glucosidase 2 subunit beta OS=Mus musculus GN=Prkcsh,16,16,39.7,0,100,110.2553588,110.7072019,104.9885798,93.3724999,100.7829992,84.9794445,,,,,,,,100,89.4532033,88.3514484,78.8484973,82.8093818,87.8109815,92.2743474,14,0.004618237,0.033357785,0.000352286,0.274402625,0.924357529,0.009889434,0.075642471,0.008499151,150.0891369,> 300,0.030179728,ED,0.490199062,
O08807,Prdx4,>sp|O08807|PRDX4_MOUSE Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1;>tr|B1AZS9|B1AZS9_MOUSE Peroxiredoxin-4 (Fragment) OS=Mus musculus GN=Prdx4 PE=4 SV=1,9,7,39.8,0,100,107.6848666,106.2265841,107.3667821,106.1992626,108.8219765,159.0564843,,,,,,,,100,113.5650601,117.468172,115.5383519,98.8188223,112.4340352,117.2569761,14,1.11E-05,6.57E-05,4.12E-06,1.022166187,0.953948257,0.024504687,0.046051743,0.024487263,> 300,> 300,-0.095690714,ED,0.704530453,
O08810,Eftud2,>sp|O08810|U5S1_MOUSE 116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=2 SV=1;>tr|A2AH85|A2AH85_MOUSE 116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus GN=Eftud2 PE=4 SV=1;>tr|G3UZ34|G3UZ34_MOUSE 116 kDa ,47,46,58.4,0,100,90.081406,93.5409394,78.6976343,77.5707494,61.7835536,68.2587308,100,92.6763675,85.5957524,84.8356678,79.146931,52.2473566,46.3194417,100,97.187485,93.5930305,91.0143756,88.2264754,71.0750325,61.593731,21,0.020413338,0.044029694,2.76E-06,0.051058307,0.45150249,0.015008427,0.54849751,0.008812655,33.95560127,> 300,0.047522001,UN,0.44164083,
O08848,Trove2,>sp|O08848|RO60_MOUSE 60 kDa SS-A/Ro ribonucleoprotein OS=Mus musculus GN=Trove2 PE=1 SV=1,10,10,23,0,,,,,,,,,,,,,,,100,90.8295304,67.0262296,45.4802693,30.1761263,17.9331892,26.827517,7,0.060976479,0.233451439,6.57E-06,0.05676943,0.669652519,0.262116015,0.330347481,0.015999646,11.36745166,> 300,0.188832095,UN,0.052681688,
O08912,Galnt1,>sp|O08912|GALT1_MOUSE Polypeptide N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=Galnt1 PE=1 SV=1,5,5,11.8,0,,,,,,,,,,,,,,,100,79.4350569,60.9311308,47.4675742,37.6036977,,,5,0.141483736,0.304792434,0.006313619,0.146563376,0.99968086,0.02175563,0.00031914,0.000317542,4.899129751,105.3,0.256089577,UN,0.017472033,
O08915,Aip,>sp|O08915|AIP_MOUSE AH receptor-interacting protein OS=Mus musculus GN=Aip PE=1 SV=1;>tr|D3YW40|D3YW40_MOUSE AH receptor-interacting protein (Fragment) OS=Mus musculus GN=Aip PE=4 SV=1,11,11,43.3,0,100,116.1609927,110.2347743,103.4267931,87.1123086,81.7658563,79.6919338,100,98.1130904,78.1972795,90.5410054,70.592726,74.8318309,62.5812183,100,109.384708,101.230408,106.0298021,98.4460718,65.534404,43.8461218,21,0.016450059,6.97E-05,0.017024657,0.912107806,0.928758462,0.019143078,0.071241538,0.019023683,42.13645485,40.7,-0.102679824,ED,0.289651569,
O08917,Flot1,>sp|O08917|FLOT1_MOUSE Flotillin-1 OS=Mus musculus GN=Flot1 PE=1 SV=1;>tr|G3UYU4|G3UYU4_MOUSE Flotillin-1 OS=Mus musculus GN=Flot1 PE=4 SV=1,17,17,51.2,0,,,,,,,,,,,,,,,100,81.3757826,78.7953181,73.7422257,70.2366185,63.8443944,63.3790565,7,0.019414077,0.309359612,0.004905322,0.544792161,0.281769169,0.030244392,0.718230831,0.000722255,35.7033294,140.7,0.127944373,UN,0.056886804,
O08997,Atox1,>sp|O08997|ATOX1_MOUSE Copper transport protein ATOX1 OS=Mus musculus GN=Atox1 PE=1 SV=1,4,4,58.8,0,100,,,84.5402835,87.0100541,,,100,74.7525691,74.6294866,49.4554457,70.7010399,69.0539323,67.1012635,100,109.8497037,94.8815396,103.5297203,91.505784,,,15,0.017990364,0.223281001,0.006130506,0.636727719,0.831438164,0.043706616,0.168561836,0.030564641,38.52880237,112.7,0.0983688,ED,0.493880689,
O09012-2,Pex5,>sp|O09012-2|PEX5_MOUSE Isoform 2 of Peroxisomal targeting signal 1 receptor OS=Mus musculus GN=Pex5;>tr|D3Z600|D3Z600_MOUSE Peroxisomal targeting signal 1 receptor OS=Mus musculus GN=Pex5 PE=4 SV=1;>sp|O09012|PEX5_MOUSE Peroxisomal targeting signal 1 rece,22,22,58.8,0,100,,,83.0292932,67.9425438,,,,,,,,,,100,108.1952696,104.4363848,98.5898298,77.815482,41.4829512,17.7079627,10,0.052047764,7.86E-07,0.060267546,0.336966669,0.849915665,0.011182271,0.150084335,0.004992344,13.31752088,12,-0.059244989,ED,0.047237756,
O09053,Wrn,>sp|O09053|WRN_MOUSE Werner syndrome ATP-dependent helicase homolog OS=Mus musculus GN=Wrn PE=1 SV=3,4,4,4.6,0,,,,,,,,,,,,,,,100,108.5615704,81.9670304,66.4473111,43.6451438,,,5,0.100979143,0.057015725,0.102999474,1.933120917,0.9999982,0.006803951,1.80031E-06,0.006251844,6.864260906,6.7,-0.005778242,ED,0.000884564,
O09061,Psmb1,>sp|O09061|PSB1_MOUSE Proteasome subunit beta type-1 OS=Mus musculus GN=Psmb1 PE=1 SV=1,16,16,80.8,0,100,102.0629292,96.5210047,91.4273407,103.2086539,107.6501585,82.6201894,100,61.5804166,63.2235596,76.8510834,78.0399809,59.4882167,56.3780164,100,75.8757512,66.7902338,80.5642315,80.2186532,72.9525906,78.3239875,21,0.012881272,4.988711301,0.003036735,2.722342567,0.467898386,0.049568664,0.532101614,0.029474066,53.81045871,228,0.105908354,UN,1.123567976,
O09106,Hdac1;Gm10093,>sp|O09106|HDAC1_MOUSE Histone deacetylase 1 OS=Mus musculus GN=Hdac1 PE=1 SV=1;>tr|D3YYI8|D3YYI8_MOUSE Histone deacetylase OS=Mus musculus GN=Gm10093 PE=3 SV=1,17,12,48.1,0,,,,,,,,100,78.1812647,62.823139,,,,,100,70.0898954,51.2249618,54.465352,52.4698572,34.4209152,31.3211382,10,0.047205204,0.541570043,0.019308222,0.416543334,0.055631403,0.106783156,0.944368597,0.007675955,14.68370254,34.6,0.285139828,NED,0.155477684,3
O09110,Map2k3,>sp|O09110|MP2K3_MOUSE Dual specificity mitogen-activated protein kinase kinase 3 OS=Mus musculus GN=Map2k3 PE=1 SV=2;>sp|O09110-2|MP2K3_MOUSE Isoform 1 of Dual specificity mitogen-activated protein kinase kinase 3 OS=Mus musculus GN=Map2k3,12,10,44.7,0,100,84.5738748,82.2608412,66.4730854,49.3729898,,,100,75.9868122,69.4630596,,,,,100,99.0695985,91.5687454,68.2967131,60.6469307,,,13,0.083157892,0.180219394,0.050241631,0.436338596,0.898230156,0.010187334,0.101769844,0.007549743,8.335314439,13.3,0.093373812,ED,0.056550947,
O09172,Gclm,>sp|O09172|GSH0_MOUSE Glutamate--cysteine ligase regulatory subunit OS=Mus musculus GN=Gclm PE=2 SV=1;>tr|H3BJA3|H3BJA3_MOUSE Glutamate--cysteine ligase regulatory subunit (Fragment) OS=Mus musculus GN=Gclm PE=4 SV=1,12,12,50.4,0,100,107.4443157,103.9332766,,,,,100,99.3621478,99.8996825,82.395088,71.8822368,,,100,106.1728368,89.5746982,91.6799991,71.3498527,50.0637194,25.1839861,15,0.04239193,1.58E-06,0.045426462,0.62740256,0.804944411,0.003724513,0.195055589,0.002483618,16.35092308,15.4,-0.026673774,ED,0.26101478,
