acc	id	pI	weight
MCAF1_HUMAN_1	Q6VMQ6	4.58	136393.70
ATG12_HUMAN_1	O94817	5.01	15113.25
ATG13_HUMAN_1	O75143	4.98	56571.81
A16L1_HUMAN_1	Q676U5	6.20	68265.06
ATG2A_HUMAN_1	Q2TAZ0	5.57	212860.11
ATG2B_HUMAN_1	Q96BY7	5.49	232762.65
ATG3_HUMAN_1	Q9NT62	4.66	35864.38
ATG4B_HUMAN_1	Q9Y4P1	4.91	44294.39
ATG5_HUMAN_1	Q9H1Y0	5.47	32447.24
ATG7_HUMAN_1	O95352	5.85	77828.44
ATG9A_HUMAN_1	Q7Z3C6	6.20	94315.93
ATHL1_HUMAN_1	Q32M88	5.10	80654.91
PUR9_HUMAN_1	P31939	6.27	64615.87
PUR9_HUMAN_2	P31939	6.28	64484.68
ATLA1_HUMAN_1	Q8WXF7	5.82	63543.50
ATLA2_HUMAN_1	Q8NHH9	5.30	66229.18
ATLA3_HUMAN_1	Q6DD88	5.43	60541.98
ATM_HUMAN_1	Q13315	6.39	350556.27
ATOX1_HUMAN_1	O00244	6.70	7401.63
AT11A_HUMAN_1	P98196	6.17	129755.75
AT11C_HUMAN_1	Q8NB49	6.25	129477.18
AT131_HUMAN_1	Q9HD20	8.47	132823.66
AT133_HUMAN_1	Q9H7F0	6.21	138042.87
AT1A1_HUMAN_1	P05023	5.29	112423.49
AT1B1_HUMAN_1	P05026	8.74	35061.31
AT1B3_HUMAN_1	P54709	8.58	31512.58
AT2A2_HUMAN_1	P16615	5.23	114756.87
AT2A3_HUMAN_1	Q93084	5.41	113977.38
AT2B1_HUMAN_1	P20020	5.73	138624.05
AT2B4_HUMAN_1	P23634	6.19	137920.16
AT2C1_HUMAN_1	P98194	6.34	100577.28
ATPA_HUMAN_1	P25705	8.28	55209.32
ATPB_HUMAN_1	P06576	5.00	51769.25
ATPG_HUMAN_1	P36542	9.02	30165.73
ATPD_HUMAN_1	P30049	4.48	15019.93
ATP5E_HUMAN_1	P56381	9.93	5648.57
AT5F1_HUMAN_1	P24539	9.10	24625.61
ATP5H_HUMAN_1	O75947	5.22	18360.02
ATP5I_HUMAN_1	P56385	9.34	7933.21
ATP5I_HUMAN_2	P56385	9.35	7802.02
ATP5J_HUMAN_1	P18859	5.46	8960.15
ATP5L_HUMAN_1	O75964	9.65	11297.28
ATPO_HUMAN_1	P48047	9.81	20875.49
ATP5S_HUMAN_1	Q99766	6.65	20340.61
VAS1_HUMAN_1	Q15904	5.28	47740.56
RENR_HUMAN_1	O75787	5.75	37454.00
VPP1_HUMAN_1	Q93050	6.01	96412.72
VPP2_HUMAN_1	Q9Y487	6.18	98082.33
VA0D1_HUMAN_1	P61421	4.89	40329.10
VATA_HUMAN_1	P38606	5.34	68304.08
VATB1_HUMAN_1	P15313	5.44	56833.04
VATB2_HUMAN_1	P21281	5.57	56500.73
VATC1_HUMAN_1	P21283	6.97	43810.42
VATD_HUMAN_1	Q9Y5K8	9.36	28262.83
VATE1_HUMAN_1	P36543	7.93	26014.11
VATF_HUMAN_1	Q16864	5.29	13370.23
VATG1_HUMAN_1	O75348	8.93	13626.33
VATH_HUMAN_1	Q9UI12	6.07	55883.07
ATP7A_HUMAN_1	Q04656	5.85	163373.72
AT8B1_HUMAN_1	O43520	6.77	143695.44
ATP9A_HUMAN_1	O75110	8.00	118451.33
ATPF1_HUMAN_1	Q5TC12	5.82	30842.90
ATPF2_HUMAN_1	Q8N5M1	5.48	28480.43
ATIF1_HUMAN_1	Q9UII2	7.21	9516.56
ATR_HUMAN_1	Q13535	7.17	301366.58
ATRN_HUMAN_1	O75882	6.73	149764.37
ATRX_HUMAN_1	P46100	6.20	282585.75
ATX10_HUMAN_1	Q9UBB4	5.12	53488.75
ATX2_HUMAN_1	Q99700	9.60	140282.81
ATX2L_HUMAN_1	Q8WWM7	8.70	113373.58
ATX3_HUMAN_1	P54252	4.81	41780.86
A7L3B_HUMAN_1	Q96GX2	4.27	10771.15
AUHM_HUMAN_1	Q13825	9.15	29196.10
AUP1_HUMAN_1	Q9Y679	8.37	53028.28
AURKB_HUMAN_1	Q96GD4	9.36	39310.54
AVEN_HUMAN_1	Q9NQS1	4.90	38506.14
AVL9_HUMAN_1	Q8NBF6	5.79	71947.43
ZA2G_HUMAN_1	P25311	5.58	32144.94
CAP7_HUMAN_1	P20160	9.53	24051.25
B2MG_HUMAN_1	P61769	6.07	11731.17
B2MG_HUMAN_2	P61769	6.07	11618.01
B3GA3_HUMAN_1	O94766	8.40	37121.82
B4GT1_HUMAN_1	P15291	8.88	43920.27
B4GT1_HUMAN_2	P15291	UNDEFINED	0.00
BABA1_HUMAN_1	Q9NWV8	4.60	36560.03
BACH1_HUMAN_1	O14867	4.94	81957.69
BAD_HUMAN_1	Q92934	6.60	18391.89
BAG1_HUMAN_1	Q99933	7.68	38778.76
BAG2_HUMAN_1	O95816	6.28	23640.73
BAG3_HUMAN_1	O95817	6.45	61463.50
BAG4_HUMAN_1	O95429	5.02	49594.08
BAG5_HUMAN_1	Q9UL15	5.76	51199.62
BAG6_HUMAN_1	P46379	5.40	119408.69
BAIP2_HUMAN_1	Q9UQB8	8.99	60867.60
BI2L1_HUMAN_1	Q9UHR4	8.82	56882.65
BAF_HUMAN_1	O75531	5.81	10058.58
BAF_HUMAN_2	O75531	5.79	9927.38
BASP1_HUMAN_1	P80723	4.62	22562.22
BAX_HUMAN_1	Q07812	5.08	21184.41
BAZ1A_HUMAN_1	Q9NRL2	6.20	178702.47
BAZ1B_HUMAN_1	Q9UIG0	8.70	170902.80
BAZ2A_HUMAN_1	Q9UIF9	6.22	211197.58
BBS1_HUMAN_1	Q8NFJ9	8.07	64952.24
BBX_HUMAN_1	Q8WY36	8.96	105130.06
BCAM_HUMAN_1	P50895	5.54	64248.10
BAP29_HUMAN_1	Q9UHQ4	9.55	28320.10
BAP31_HUMAN_1	P51572	8.44	27860.42
BCAR1_HUMAN_1	P56945	5.41	93371.88
SPF27_HUMAN_1	O75934	5.48	26000.25
BCAS3_HUMAN_1	Q9H6U6	6.23	101236.66
BCAT1_HUMAN_1	P54687	5.17	42966.15
BCAT2_HUMAN_1	O15382	8.21	41264.03
BCCIP_HUMAN_1	Q9P287	4.51	35979.48
ODBA_HUMAN_1	P12694	6.32	45513.15
ODBB_HUMAN_1	P21953	5.26	37865.42
BCKD_HUMAN_1	O14874	8.21	43354.75
BCL10_HUMAN_1	O95999	5.57	26251.58
B2CL1_HUMAN_1	Q07817	4.86	26048.98
B2L13_HUMAN_1	Q9BXK5	4.41	52723.16
B2CL2_HUMAN_1	Q92843	5.21	20615.20
BCL7C_HUMAN_1	Q8WUZ0	5.15	23468.11
BCL9_HUMAN_1	O00512	8.99	149289.97
BCL9L_HUMAN_1	Q86UU0	8.79	157129.38
BCLF1_HUMAN_1	Q9NYF8	9.99	106122.11
BCOR_HUMAN_1	Q6W2J9	6.06	192188.64
BCR_HUMAN_1	P11274	6.62	142819.34
BCS1_HUMAN_1	Q9Y276	8.70	47403.06
BDH_HUMAN_1	Q02338	8.16	33075.14
BDH2_HUMAN_1	Q9BUT1	7.56	26723.79
BECN1_HUMAN_1	Q14457	4.83	51896.28
BECN1_HUMAN_2	Q14457	4.94	37302.98
BECN1_HUMAN_3	Q14457	5.12	35475.97
BEND3_HUMAN_1	Q5T5X7	5.29	94474.61
BET1_HUMAN_1	O15155	9.14	13289.43
BET1L_HUMAN_1	Q9NYM9	7.87	12388.15
PGS1_HUMAN_1	P21810	8.13	37241.90
BICD1_HUMAN_1	Q96G01	5.60	110749.96
BICD2_HUMAN_1	Q8TD16	5.35	93401.95
BID_HUMAN_1	P55957	5.25	21994.69
BID_HUMAN_2	P55957	9.29	15163.18
BID_HUMAN_3	P55957	8.44	13496.41
BID_HUMAN_4	P55957	9.69	10860.52
BIN1_HUMAN_1	O00499	4.97	64568.19
BIN2_HUMAN_1	Q9UBW5	5.11	61874.41
BIN3_HUMAN_1	Q9NQY0	6.94	29664.87
BIRC2_HUMAN_1	Q13490	6.27	69899.67
BIRC6_HUMAN_1	Q9NR09	5.67	530254.93
BLMH_HUMAN_1	Q13867	5.87	52562.23
BL1S1_HUMAN_1	P78537	9.37	17262.59
BL1S2_HUMAN_1	Q6QNY1	4.78	15829.93
BL1S3_HUMAN_1	Q6QNY0	5.08	21255.65
BIEA_HUMAN_1	P53004	6.07	33183.20
BLVRB_HUMAN_1	P30043	7.31	21988.16
BMP2K_HUMAN_1	Q9NSY1	6.05	129171.51
BMS1_HUMAN_1	Q14692	6.04	145807.18
SEC20_HUMAN_1	Q12981	9.06	26132.38
BNIP2_HUMAN_1	Q12982	4.70	36017.86
BOD1_HUMAN_1	Q96IK1	5.89	19196.43
BOLA1_HUMAN_1	Q9Y3E2	7.82	14289.36
BOLA3_HUMAN_1	Q53S33	9.66	12114.17
BOP1_HUMAN_1	Q14137	5.80	83629.52
PMGE_HUMAN_1	P07738	6.10	29874.03
BPHL_HUMAN_1	Q86WA6	8.31	28824.02
BPNT1_HUMAN_1	O95861	5.46	33261.14
BPTF_HUMAN_1	Q12830	6.15	338262.46
BRAF_HUMAN_1	P15056	7.38	84305.70
BRAP_HUMAN_1	Q7Z569	5.64	67304.58
BRAT1_HUMAN_1	Q6PJG6	5.11	88119.10
BRCC3_HUMAN_1	P46736	5.58	35940.73
BRD1_HUMAN_1	O95696	8.91	119520.09
BRD2_HUMAN_1	P25440	9.13	88060.79
BRD3_HUMAN_1	Q15059	9.39	79410.31
BRD4_HUMAN_1	O60885	9.23	152218.76
BRD7_HUMAN_1	Q9NPI1	6.00	74138.56
BRD8_HUMAN_1	Q9H0E9	4.52	135335.83
BRD9_HUMAN_1	Q9H8M2	5.81	67000.10
BRE_HUMAN_1	Q9NXR7	5.53	43551.70
BRI3B_HUMAN_1	Q8WY22	9.48	27835.53
BRX1_HUMAN_1	Q8TDN6	9.92	41401.35
BRK1_HUMAN_1	Q8WUW1	5.36	8613.72
BRM1L_HUMAN_1	Q5PSV4	5.04	37629.04
BROX_HUMAN_1	Q5VW32	7.55	46112.68
BRPF1_HUMAN_1	P55201	8.16	137498.76
BSDC1_HUMAN_1	Q9NW68	4.42	47163.23
BASI_HUMAN_1	P35613	5.33	40200.97
BSPRY_HUMAN_1	Q5W0U4	5.99	44381.19
BST1_HUMAN_1	Q10588	7.15	30068.02
BST2_HUMAN_1	Q10589	5.43	17895.61
BTAF1_HUMAN_1	O14981	6.08	206887.42
BTD_HUMAN_1	P43251	5.38	56771.62
BTF3_HUMAN_1	P20290	9.41	22167.96
BT3L4_HUMAN_1	Q96K17	5.95	17270.54
BTK_HUMAN_1	Q06187	7.89	76150.05
BT3A3_HUMAN_1	O00478	5.28	61824.05
BUB3_HUMAN_1	O43684	6.36	37154.78
BUD13_HUMAN_1	Q9BRD0	9.86	70520.78
BUD31_HUMAN_1	P41223	9.10	16999.75
BYST_HUMAN_1	Q13895	8.19	49601.33
BZW1_HUMAN_1	Q7L1Q6	5.74	48043.22
BZW2_HUMAN_1	Q9Y6E2	6.26	48162.37
CJ076_HUMAN_1	Q5T2E6	6.13	78710.46
CK054_HUMAN_1	Q9H0W9	6.23	35117.36
CK068_HUMAN_1	Q9H3H3	5.28	27354.75
HIKES_HUMAN_1	Q53FT3	5.27	21627.73
MYG1_HUMAN_1	Q9HB07	5.50	37112.73
CL004_HUMAN_1	Q9NQ89	5.94	63800.56
CL043_HUMAN_1	Q96C57	9.44	28170.50
C10_HUMAN_1	Q99622	5.05	13046.96
ERG28_HUMAN_1	Q9UKR5	9.86	15863.89
CN142_HUMAN_1	Q9BXV9	4.08	10858.79
CN159_HUMAN_1	Q7Z3D6	5.87	63153.64
CN166_HUMAN_1	Q9Y224	6.19	28068.09
CO057_HUMAN_1	Q9BV29	4.42	20655.94
CP013_HUMAN_1	Q96S19	7.71	22578.13
RUS1_HUMAN_1	Q96GQ5	6.51	50886.59
CP062_HUMAN_1	Q7Z3J2	6.82	109562.59
CP070_HUMAN_1	Q9BSU1	7.64	47524.49
CQ062_HUMAN_1	Q9BQA9	6.30	20773.85
NJMU_HUMAN_1	Q9HAS0	4.98	44621.52
CR025_HUMAN_1	Q96B23	4.77	43323.99
CR032_HUMAN_1	Q8TCD1	9.24	8669.37
MIC1_HUMAN_1	Q96DM3	7.89	74974.64
CS043_HUMAN_1	Q9BQ61	9.46	18419.42
CS052_HUMAN_1	Q9BSF4	8.29	29233.34
L10K_HUMAN_1	Q9UNZ5	11.55	10576.59
RYDEN_HUMAN_1	Q9NUL5	6.85	32979.01
C1QA_HUMAN_1	P02745	9.34	23687.69
C1QB_HUMAN_1	P02746	8.85	23741.92
C1QBP_HUMAN_1	Q07021	4.32	23783.14
C1QC_HUMAN_1	P02747	8.33	22812.95
C1QT3_HUMAN_1	Q9BXJ4	5.91	24193.87
C1R_HUMAN_1	P00736	5.76	78213.16
C1R_HUMAN_2	P00736	6.10	51135.56
C1R_HUMAN_3	P00736	5.34	27095.62
C1RL_HUMAN_1	Q9NZP8	6.21	49450.48
C1S_HUMAN_1	P09871	4.85	74887.19
C1S_HUMAN_2	P09871	4.56	47253.65
C1S_HUMAN_3	P09871	7.00	27651.55
CA122_HUMAN_1	Q6ZSJ8	6.29	11470.77
CA123_HUMAN_1	Q9NWV4	4.93	18048.44
CA131_HUMAN_1	Q8NDD1	9.92	32766.44
CA174_HUMAN_1	Q8IYL3	6.45	25976.88
CA198_HUMAN_1	Q9H425	5.60	36215.28
CA050_HUMAN_1	Q9BV19	5.54	21876.64
CO2_HUMAN_1	P06681	7.57	81085.11
CO2_HUMAN_2	P06681	8.63	23683.53
CO2_HUMAN_3	P06681	6.46	57419.59
CT027_HUMAN_1	Q9GZN8	6.36	19159.81
ES1_HUMAN_1	P30042	6.63	24016.57
CU059_HUMAN_1	P57076	6.99	33224.18
CU025_HUMAN_1	Q9Y426	6.37	71159.97
CB047_HUMAN_1	Q8WWC4	6.95	22409.67
ASHWN_HUMAN_1	Q9BVC5	9.76	25858.38
CB069_HUMAN_1	Q8N8R5	7.65	40790.12
CO3_HUMAN_1	P01024	6.00	184951.34
CO3_HUMAN_2	P01024	6.82	71316.61
CO3_HUMAN_3	P01024	6.77	10530.85
CO3_HUMAN_4	P01024	5.55	113028.00
CO3_HUMAN_5	P01024	9.69	9094.65
CO3_HUMAN_6	P01024	9.54	8938.46
CO3_HUMAN_7	P01024	5.18	103951.36
CO3_HUMAN_8	P01024	6.89	23590.25
CO3_HUMAN_9	P01024	5.00	38905.40
CO3_HUMAN_10	P01024	3.98	5136.63
CO3_HUMAN_11	P01024	5.89	33786.78
CO3_HUMAN_12	P01024	10.83	2021.31
CO3_HUMAN_13	P01024	4.79	39488.45
CC038_HUMAN_1	Q5JPI3	6.01	37540.87
DIA1_HUMAN_1	Q8NDZ4	8.22	45646.07
C4BPA_HUMAN_1	P04003	6.24	61670.65
C4BPB_HUMAN_1	P20851	4.97	26350.93
CD027_HUMAN_1	Q9NWY4	6.34	39436.09
CO5_HUMAN_1	P01031	5.01	73291.88
CO5_HUMAN_2	P01031	7.82	112501.24
CO5_HUMAN_3	P01031	8.93	8273.63
CO5_HUMAN_4	P01031	6.88	104245.63
CE022_HUMAN_1	Q49AR2	4.65	49967.09
CE024_HUMAN_1	Q7Z6I8	9.87	20131.76
CE051_HUMAN_1	A6NDU8	5.15	33489.20
CO6_HUMAN_1	P13671	6.17	102412.18
CF132_HUMAN_1	Q5T0Z8	9.48	124034.09
CF203_HUMAN_1	Q9P0P8	9.31	27941.29
CO7_HUMAN_1	P10643	6.09	91115.36
CG026_HUMAN_1	Q96N11	7.61	50046.60
CG050_HUMAN_1	Q9BRJ6	9.65	22083.36
CO8A_HUMAN_1	P07357	5.74	61711.04
CO8B_HUMAN_1	P07358	7.85	61042.89
CO8G_HUMAN_1	P07360	8.52	20385.14
CH033_HUMAN_1	Q9H7E9	9.99	24861.32
CH059_HUMAN_1	Q8N0T1	10.46	11456.48
CH082_HUMAN_1	Q6P1X6	9.36	23889.40
CO9_HUMAN_1	P02748	5.42	60978.68
CO9_HUMAN_2	P02748	4.59	27825.47
CO9_HUMAN_3	P02748	8.63	33171.23
CI114_HUMAN_1	Q5T280	7.11	42008.67
PAXX_HUMAN_1	Q9BUH6	5.39	21639.54
CI064_HUMAN_1	Q5T6V5	5.61	39028.54
CI078_HUMAN_1	Q9NZ63	6.33	33687.98
CAH1_HUMAN_1	P00915	6.63	28739.02
CAH12_HUMAN_1	O43570	6.40	36841.76
CAH13_HUMAN_1	Q8N1Q1	6.45	29443.15
CAH2_HUMAN_1	P00918	6.86	29114.86
CAH3_HUMAN_1	P07451	6.94	29426.23
CAH8_HUMAN_1	P35219	4.78	32973.17
CAB39_HUMAN_1	Q9Y376	6.43	39868.99
CB39L_HUMAN_1	Q9H9S4	8.49	39087.54
CABIN_HUMAN_1	Q9Y6J0	5.70	246352.09
CA2D1_HUMAN_1	P54289	5.14	122136.10
CA2D1_HUMAN_2	P54289	5.33	105688.51
CA2D1_HUMAN_3	P54289	4.47	16465.61
CYBP_HUMAN_1	Q9HB71	8.32	26078.75
PYR1_HUMAN_1	P27708	6.02	242852.53
CADM1_HUMAN_1	Q9BY67	4.89	44323.09
CADM4_HUMAN_1	Q8NFZ8	5.59	40518.59
CALB2_HUMAN_1	P22676	5.06	31539.87
CACO2_HUMAN_1	Q13137	4.94	52253.84
CALD1_HUMAN_1	Q05682	5.62	93231.08
CALL5_HUMAN_1	Q9NZT1	4.31	15761.32
CALR_HUMAN_1	P27797	4.29	46466.37
CALU_HUMAN_1	O43852	4.46	34961.15
KCC1A_HUMAN_1	Q14012	5.12	41337.10
KCC1D_HUMAN_1	Q8IU85	6.77	42913.80
KCC2D_HUMAN_1	Q13557	6.86	56238.22
KCC2G_HUMAN_1	Q13555	7.90	62609.18
KKCC2_HUMAN_1	Q96RR4	6.25	64614.61
CAMLG_HUMAN_1	P49069	8.20	32952.55
CAMP1_HUMAN_1	Q5T5Y3	6.28	177972.00
CAMP2_HUMAN_1	Q08AD1	6.36	168088.91
CAMP3_HUMAN_1	Q9P1Y5	8.61	134749.66
CAND1_HUMAN_1	Q86VP6	5.52	136244.53
CAND2_HUMAN_1	O75155	5.44	135125.22
CANT1_HUMAN_1	Q8WVQ1	5.72	44839.60
CALX_HUMAN_1	P27824	4.46	65395.57
CAP1_HUMAN_1	Q01518	8.26	51770.27
CAP2_HUMAN_1	P40123	5.96	52692.77
CAPG_HUMAN_1	P40121	5.82	38498.54
CAN1_HUMAN_1	P07384	5.49	81758.86
CAN2_HUMAN_1	P17655	4.86	78141.20
CAN5_HUMAN_1	O15484	7.57	73168.88
CAN7_HUMAN_1	Q9Y6W3	7.55	92652.41
CPNS1_HUMAN_1	P04632	5.05	28315.71
CAPR1_HUMAN_1	Q14444	5.14	78235.03
CAYP1_HUMAN_1	Q13938	4.74	20967.37
CAZA1_HUMAN_1	P52907	5.45	32791.58
CAZA2_HUMAN_1	P47755	5.58	32817.92
CAPZB_HUMAN_1	P47756	5.36	31219.30
CAR16_HUMAN_1	Q5EG05	8.72	22625.33
CARD9_HUMAN_1	Q9H257	5.79	62240.59
CHSP1_HUMAN_1	Q9Y2V2	8.40	15760.86
NNRD_HUMAN_1	Q8IW45	UNDEFINED	0.00
CARM1_HUMAN_1	Q86X55	6.26	65722.48
SYCC_HUMAN_1	P49589	6.32	85342.15
SYCM_HUMAN_1	Q9HA77	UNDEFINED	0.00
CASC3_HUMAN_1	O15234	6.05	76277.98
CASC4_HUMAN_1	Q6P4E1	5.54	48864.42
CSKP_HUMAN_1	O14936	5.99	105122.74
CSKI2_HUMAN_1	Q8WXE0	6.63	126783.30
CASP1_HUMAN_1	P29466	7.06	19843.81
CASP1_HUMAN_2	P29466	7.10	10243.74
CASPA_HUMAN_1	Q92851	8.28	21806.74
CASPA_HUMAN_2	Q92851	10.00	11877.77
CASP2_HUMAN_1	P42575	5.83	17498.03
CASP2_HUMAN_2	P42575	8.50	13270.29
CASP2_HUMAN_3	P42575	8.98	11900.90
CASP3_HUMAN_1	P42574	6.80	16614.85
CASP3_HUMAN_2	P42574	6.38	11895.61
CASP4_HUMAN_1	P49662	5.43	21534.49
CASP4_HUMAN_2	P49662	8.79	10410.99
CASP6_HUMAN_1	P55212	6.82	18067.75
CASP6_HUMAN_2	P55212	8.72	11286.02
CASP7_HUMAN_1	P55210	8.87	19718.69
CASP7_HUMAN_2	P55210	6.46	11337.88
CASP8_HUMAN_1	Q14790	5.94	17902.39
CASP8_HUMAN_2	Q14790	6.41	10889.38
ICAL_HUMAN_1	P20810	4.97	76572.83
CATA_HUMAN_1	P04040	6.95	59624.98
CAV1_HUMAN_1	Q03135	5.64	20340.43
CAV2_HUMAN_1	P51636	5.03	18291.19
PEBB_HUMAN_1	Q13951	6.23	21508.15
CBL_HUMAN_1	P22681	6.10	99632.79
HAKAI_HUMAN_1	Q75N03	8.57	54519.14
CBR1_HUMAN_1	P16152	8.55	30243.75
CBR3_HUMAN_1	O75828	5.82	30719.06
CBR4_HUMAN_1	Q8N4T8	9.40	25301.38
CBS_HUMAN_1	P35520	6.22	60455.34
CBWD2_HUMAN_1	Q8IUF1	4.79	44034.07
CBX1_HUMAN_1	P83916	4.85	21417.78
CBX3_HUMAN_1	Q13185	5.23	20680.23
CBX5_HUMAN_1	P45973	5.71	22224.98
CBX8_HUMAN_1	Q9HC52	9.92	43395.73
C2D1A_HUMAN_1	Q6P1N0	8.22	104062.48
C2D1B_HUMAN_1	Q5T0F9	5.18	94224.44
CCAR1_HUMAN_1	Q8IX12	5.57	132821.03
KAT3_HUMAN_1	Q6YP21	8.40	51400.37
C102A_HUMAN_1	Q96A19	5.49	62596.00
MCUB_HUMAN_1	Q9NWR8	8.69	34931.40
CCD12_HUMAN_1	Q8WUD4	6.80	19180.74
CC124_HUMAN_1	Q96CT7	9.54	25835.24
CC127_HUMAN_1	Q96BQ5	9.26	30834.28
CC134_HUMAN_1	Q9H6E4	9.10	24220.76
CC137_HUMAN_1	Q6PK04	10.94	33231.37
CCD22_HUMAN_1	O60826	6.30	70755.58
CCD25_HUMAN_1	Q86WR0	6.34	24478.85
CC28A_HUMAN_1	Q8IWP9	9.32	30366.52
CCD43_HUMAN_1	Q96MW1	4.85	25248.22
CCD47_HUMAN_1	Q96A33	4.73	53706.23
CCD50_HUMAN_1	Q8IVM0	6.21	35690.80
CCD51_HUMAN_1	Q96ER9	8.30	45811.28
CCD53_HUMAN_1	Q9Y3C0	4.33	21172.68
CCD58_HUMAN_1	Q4VC31	7.88	16488.84
CCDC6_HUMAN_1	Q16204	6.95	53159.71
CCDC8_HUMAN_1	Q9H0W5	8.72	59374.37
CCD80_HUMAN_1	Q76M96	9.70	105703.63
CC85C_HUMAN_1	A6NKD9	6.50	45078.34
CCD86_HUMAN_1	Q9H6F5	10.33	40235.59
GRDN_HUMAN_1	Q3V6T2	5.90	216041.54
DAPLE_HUMAN_1	Q9P219	5.87	228230.31
CCDC9_HUMAN_1	Q9Y3X0	5.32	59703.00
CC90B_HUMAN_1	Q9GZT6	5.36	24455.92
CCD91_HUMAN_1	Q7Z6B0	5.02	49971.19
CCD93_HUMAN_1	Q567U6	8.24	73197.62
CCD94_HUMAN_1	Q9BW85	5.75	37085.79
CCD97_HUMAN_1	Q96F63	4.51	38946.61
CCM2_HUMAN_1	Q9BSQ5	5.32	48836.78
CCNB1_HUMAN_1	P14635	7.09	48337.43
CCNH_HUMAN_1	P51946	6.73	37643.45
CCNK_HUMAN_1	O75909	8.60	64239.76
CCNL1_HUMAN_1	Q9UK58	10.71	59633.60
CCNT1_HUMAN_1	O60563	8.90	80684.62
CCNY_HUMAN_1	Q8ND76	6.82	39205.46
CCYL1_HUMAN_1	Q8N7R7	5.70	40705.15
CCS_HUMAN_1	O14618	5.32	29040.60
TCPB_HUMAN_1	P78371	6.02	57357.02
TCPG_HUMAN_1	P49368	6.10	60533.89
TCPD_HUMAN_1	P50991	8.13	57793.04
TCPE_HUMAN_1	P48643	5.44	59539.82
TCPZ_HUMAN_1	P40227	6.25	57892.98
TCPH_HUMAN_1	Q99832	7.55	59366.62
TCPH_HUMAN_2	Q99832	7.55	59235.43
TCPQ_HUMAN_1	P50990	5.41	59489.39
CCZ1B_HUMAN_1	P86790	6.07	55735.01
CD109_HUMAN_1	Q6YHK3	5.48	156587.93
CD14_HUMAN_1	P08571	5.58	37214.70
CD14_HUMAN_2	P08571	5.44	35159.28
CD151_HUMAN_1	P48509	7.45	28295.11
C163A_HUMAN_1	Q86VB7	5.55	120853.17
C163A_HUMAN_2	Q86VB7	5.55	120853.17
CD180_HUMAN_1	Q99467	5.96	71639.20
OX2G_HUMAN_1	P41217	8.69	27857.22
CD276_HUMAN_1	Q5ZPR3	4.61	54368.00
CD2AP_HUMAN_1	Q9Y5K6	6.07	71451.17
CD2B2_HUMAN_1	O95400	4.49	37646.46
CD34_HUMAN_1	P28906	5.74	37319.28
CD36_HUMAN_1	P16671	8.21	52922.17
CD38_HUMAN_1	P28907	7.85	34328.43
RPA34_HUMAN_1	O15446	8.66	54985.60
TNR5_HUMAN_1	P25942	5.29	28387.17
CD44_HUMAN_1	P16070	5.10	79210.82
MCP_HUMAN_1	P15529	6.37	39896.74
CD47_HUMAN_1	Q08722	7.00	33468.50
CD53_HUMAN_1	P19397	7.62	24209.80
DAF_HUMAN_1	P08174	7.00	34964.21
CD59_HUMAN_1	P13987	5.18	8961.10
CD5L_HUMAN_1	O43866	5.21	36055.22
CD63_HUMAN_1	P08962	8.17	25505.41
HG2A_HUMAN_1	P04233	8.72	33515.59
CD81_HUMAN_1	P60033	5.09	25809.40
CD82_HUMAN_1	P27701	5.14	29625.52
CD9_HUMAN_1	P21926	7.14	25284.87
C1QR1_HUMAN_1	Q9NPY3	5.27	66451.36
CD99_HUMAN_1	P14209	4.51	16728.19
C99L2_HUMAN_1	Q8TCZ2	4.78	25319.69
CDD_HUMAN_1	P32320	6.55	16184.68
CD123_HUMAN_1	O75794	4.63	39134.82
CDC16_HUMAN_1	Q13042	5.55	71655.63
CDC23_HUMAN_1	Q9UJX2	6.62	68702.97
CDC27_HUMAN_1	P30260	6.59	91867.33
CDC37_HUMAN_1	Q16543	5.17	44468.30
CDC37_HUMAN_2	Q16543	5.17	44337.11
CD37L_HUMAN_1	Q7L3B6	5.22	38834.76
PRP17_HUMAN_1	O60508	6.62	65521.26
CDC42_HUMAN_1	P60953	6.16	20933.16
MRCKA_HUMAN_1	Q5VT25	6.16	197306.92
MRCKB_HUMAN_1	Q9Y5S2	5.97	194315.31
MRCKG_HUMAN_1	Q6DT37	5.91	172459.27
BORG5_HUMAN_1	Q00587	6.64	40294.82
BORG4_HUMAN_1	Q9H3Q1	5.05	37979.88
CDC5L_HUMAN_1	Q99459	8.22	92250.64
CDC73_HUMAN_1	Q6P1J9	9.63	60445.39
CDCP1_HUMAN_1	Q9H5V8	8.21	90142.34
CADH1_HUMAN_1	P12830	4.23	79790.99
CADH1_HUMAN_2	P12830	4.10	20164.35
CADH1_HUMAN_3	P12830	4.11	16972.20
CADH1_HUMAN_4	P12830	3.95	14727.66
CAD11_HUMAN_1	P55287	4.53	81902.30
CAD13_HUMAN_1	P55290	4.59	60814.52
CADH2_HUMAN_1	P19022	4.43	82030.01
CADH3_HUMAN_1	P22223	4.45	79515.67
CADH6_HUMAN_1	P55285	4.58	82120.43
CDIPT_HUMAN_1	O14735	8.23	23538.81
CDK1_HUMAN_1	P06493	8.38	34095.45
CD11B_HUMAN_1	P21127	5.45	92707.02
CDK12_HUMAN_1	Q9NYV4	9.46	164154.60
CDK13_HUMAN_1	Q14004	9.71	164923.23
CDK16_HUMAN_1	Q00536	7.23	55715.70
